request_number,industry,gender,nation,model
310,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
311,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
312,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
313,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
314,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
315,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
316,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
317,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
318,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
319,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
320,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
321,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
322,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
323,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
324,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
325,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
326,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
327,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
328,Environment,default,default,x-ai/grok-3-mini-beta
329,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
330,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
331,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
332,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
333,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
334,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
335,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
336,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
337,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
338,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
339,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
340,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
341,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
342,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
343,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
344,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
345,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
346,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
347,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
348,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
349,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
350,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
351,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
352,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
353,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
354,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
355,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
356,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
357,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
358,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
359,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
360,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
361,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
362,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
363,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
364,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
365,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
366,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
367,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
368,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
369,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
370,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
371,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
372,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
373,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
374,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
375,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
376,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
377,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
378,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
379,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
380,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
381,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
382,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
383,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
384,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
385,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
386,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
387,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
388,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
389,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
390,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
391,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
392,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
393,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
394,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
395,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
396,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
397,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
398,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
399,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
400,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
401,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
402,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
403,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
404,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
405,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
406,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
407,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
408,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
409,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
410,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
411,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
412,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
413,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
414,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
415,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
416,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
417,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
418,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
419,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
420,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
421,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
422,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
423,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
424,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
425,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
426,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
427,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
428,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
429,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
430,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
431,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
432,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
433,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
434,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
435,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
436,"Science, Education, Research and Development",default,default,x-ai/grok-3-mini-beta
437,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
438,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
439,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
440,"Electrical Engineering, Electronics, Telecommunications, IT",default,default,x-ai/grok-3-mini-beta
